name,teams,position,start_year,stop_year,total_game,games_started
Virgil Robinson,NOR,KR,1971,1972,14,2
Wayne Robinson,PHI,RLB,1952,1956,58,58
William Robinson,WAS|NOR,rt,2009,2012,7,1
Zac Robinson,CIN,,2012,2012,0,0
Brian Robiskie,CLE|DET|ATL,wr,2009,2013,38,14
Terry Robiskie,OAK|MIA,fb,1977,1981,33,11
Brian Robison,MIN,de,2007,2017,173,103
Burle Robison,PHI,,1935,1935,7,0
George Robison ,DTX,g,1952,1952,4,2
Tommy Robison,GNB|ATL,lb,1987,1989,12,4
Hal Robl,CRD,,1945,1945,2,0
Ed Robnett,SFO,,1947,1947,4,0
Marshall Robnett,CRD,c,1943,1945,22,11
Frank Robotti,BOS,,1961,1961,12,7
Andy Robustelli,RAM|NYG,RDE,1951,1964,175,169
Bradley Roby,DEN,lb/LCB,2014,2018,68,18
Courtney Roby,TEN|2TM|NOR|ATL,wr,2005,2014,92,6
Doug Roby,CLI,,1923,1923,7,7
Reggie Roby,MIA|WAS|TAM|HOU|TEN|SFO,P,1983,1998,238,0
Saverio Rocca,PHI|WAS,P,2007,2013,112,0
Alden Roche,DEN|GNB|SEA,de,1970,1978,120,85
Brian Roche,SDG|KAN,te,1996,1998,22,1
Isaac Rochell,LAC,DE,2017,2018,7,3
Paul Rochester,DTX|2TM|NYJ,LDT,1960,1969,132,21
Walt Rock,SFO|WAS,rt,1963,1973,137,126
Lyle Rockenbach,DET,g,1943,1943,9,1
David Rocker,RAM,dt,1991,1994,34,4
Tracy Rocker,WAS,ldt,1989,1990,24,17
Jim Rockford,SDG,,1985,1985,1,0
Chris Rockins,CLE,db,1984,1987,60,19
Hank Rockwell,RAM|LAD,g,1940,1948,55,11
Mike Rodak,RAM|PIT,bb,1939,1942,12,2
Jeff Rodenberger,NOR,rb,1987,1987,3,3
Mark Rodenhauser,CHI|MIN|SDG|DET|CAR|PIT|SEA,c,1987,1999,168,3
Mirro Roder,CHI|TAM,k,1973,1976,29,0
Ben Roderick,2TM|CAN|BUF,TB,1923,1927,22,17
John Roderick,MIA|OAK,wr,1966,1968,18,4
Aaron Rodgers ,GNB,QB,2005,2018,153,146
Del Rodgers ,GNB|SFO,KR,1982,1988,31,0
Derrick Rodgers ,MIA|NOR,LB/lolb,1997,2004,116,111
Hosea Rodgers ,LAD,FB,1949,1949,12,9
Jacquizz Rodgers ,ATL|CHI|TAM,rb,2011,2018,98,14
James Rodgers ,ATL,,2012,2012,0,0
John Rodgers ,PIT,te,1982,1984,28,1
Johnny Rodgers ,SDG,WR,1977,1978,17,7
Richard Rodgers ,GNB,te,2014,2017,63,24
Tom Rodgers ,BOS,,1947,1947,9,0
Tyrone Rodgers ,SEA,,1992,1994,37,0
Willie Rodgers ,HOU,FB,1972,1975,42,14
Dominique Rodgers-Cromartie ,ARI|PHI|DEN|NYG|OAK,LCB/rcb,2008,2018,157,120
Evan Rodriguez,CHI|BUF|TAM,fb/te,2012,2014,20,5
Jess Rodriguez,BUF,tb,1929,1929,5,2
Kelly Rodriguez,2TM,,1930,1930,15,7
Mike Rodriguez,RAI,,1987,1987,1,0
Ruben Rodriguez,SEA|2TM,P,1987,1992,53,0
Bill Roe,DAL|NOR,lb,1980,1987,19,3
James Roe,BAL,wr,1996,1998,23,7
Herb Roedel,OAK,,1961,1961,14,0
Jeff Roehl,NYG,lt,2003,2003,12,2
Jon Roehlk,CHI,g,1987,1987,3,3
Bill Roehnelt,CHI|WAS|DEN,RLB,1958,1962,54,26
Johnny Roepke,FRN,tb,1928,1928,10,3
Fritz Roeseler,RAC|MIL,RE,1922,1925,26,17
Ben Roethlisberger,PIT,QB,2004,2018,204,202
Bill Roffler,PHI,,1954,1954,3,0
John Rogalla,PHI,fb,1945,1945,8,4
Dan Rogas,DET|PHI,RG,1951,1952,22,7
Fran Rogel,PIT,FB,1950,1957,96,64
Bill Rogers,DET,t,1938,1944,25,3
Carlos Rogers,WAS|SFO|OAK,cb/lcb,2005,2014,133,123
Charles Rogers,DET,wr,2003,2005,15,9
Charley Rogers,FRN,b,1927,1929,38,21
Charlie Rogers,SEA|BUF|MIA,,1999,2003,67,0
Chester Rogers,IND,wr,2016,2018,29,7
Chris Rogers,MIN,cb/db,1999,1999,10,4
Cullen Rogers,PIT,,1946,1946,5,0
Da'Rick Rogers,IND,wr,2013,2013,5,3
Don Rogers,LAC|SDG,C,1960,1964,68,14
Don Rogers,CLE,FS,1984,1985,31,30
Doug Rogers,ATL|2TM|NWE|SFO,,1982,1986,41,0
Eli Rogers ,PIT,wr,2016,2017,27,12
George Rogers,NOR|WAS,RB,1981,1987,92,78
Glenn Rogers,TAM,db,1991,1991,5,1
Glynn Rogers,CRD,g,1939,1939,1,1
Jacob Rogers,DAL,,2004,2004,2,0
James Rogers,TAM,,2012,2012,0,0
Jimmy Rogers,NOR,rb,1980,1984,72,10
John Rogers,CIN,C,1933,1934,14,11
Justin Rogers,DAL|KAN,,2007,2009,32,0
Justin Rogers,BUF|3TM|WAS,cb,2011,2015,43,8
Lamar Rogers,CIN,LDE,1991,1992,26,15
Mel Rogers,SDG|RAM|CHI,llb,1971,1977,42,11
Nick Rogers,MIN|2TM|MIA,lb,2002,2005,46,16
Reggie Rogers,DET|BUF|TAM,de,1987,1992,15,2
Roderick Rogers,DEN|2TM,,2007,2008,7,1
Sam Rogers,BUF|SDG|ATL,lb,1994,2003,133,94
Shaun Rogers,DET|CLE|NOR|NYG,ldt/rdt,2001,2013,163,130
Stan Rogers,DEN,t,1975,1975,14,2
Steve Rogers,NOR|NYJ,,1975,1976,14,0
Steve Rogers,KAN,t,1987,1987,3,3
Taveon Rogers,CIN,,2012,2012,0,0
Tracy Rogers,KAN,lb,1990,1996,75,19
Tyrone Rogers,CLE,de,1999,2004,71,18
Victor Rogers,DET,,2004,2004,1,0
Walt Rogers,COL,fb,1921,1922,4,3
George Rogge,CRD|STL,e,1931,1934,24,7
Tom Roggeman,CHI,RLB,1956,1957,24,1
Len Rohde ,SFO,LT,1960,1974,208,178
George Rohleder,COL|AKR,lg,1925,1926,15,8
Jeff Rohrer,DAL,RLB,1982,1987,83,41
Herm Rohrig ,GNB,WB,1941,1947,25,10
Tubby Rohsenberger,EVN,t,1921,1921,2,1
John Rokisky,CLE|CHR|NYY,,1946,1948,25,1
Benji Roland,TAM,de,1990,1990,3,1
Dennis Roland,CIN,rt/T/te,2008,2013,71,30
Johnny Roland,STL|NYG,FB,1966,1973,103,80
Antrel Rolle,ARI|NYG|CHI,fs/SS,2005,2015,155,146
Brian Rolle,PHI,LB,2011,2012,20,13
Butch Rolle,BUF|PHO,te,1986,1993,124,21
Dave Rolle,DEN,FB,1960,1960,14,12
Jumal Rolle,HOU|2TM,,2014,2015,18,0
Samari Rolle,TEN|BAL,RCB,1998,2008,149,133
Dave Roller,NYG|GNB|MIN,ldt,1971,1980,92,42
Henry Rolling,TAM|SDG|RAM,lb,1988,1994,88,47
Quinten Rollins,GNB,cb/lcb/rcb,2015,2017,33,15
George Roman,BOS|NYY|NYG,,1948,1950,26,4
John Roman,NYJ,t,1976,1982,93,12
Mark Roman,CIN|GNB|SFO,ss,2000,2009,146,102
Nick Roman,CIN|CLE,LDE,1970,1974,52,30
Steve Romanik,CHI|2TM|CRD,qb,1950,1954,38,14
Jim Romaniszyn,CLE|NWE,lb,1973,1976,39,2
Jim Romano,RAI|2TM|HOU,c,1982,1986,45,34
Bill Romanowski,SFO|PHI|DEN|OAK,LB/rolb,1988,2003,243,222
Dave Romasko,CIN,rb,1987,1987,3,3
Brett Romberg,STL|ATL,c,2006,2011,44,18
Rudy Romboli,BOS,fb,1946,1948,27,12
Stan Rome,KAN,wr,1979,1982,42,4
Tag Rome,SDG,wr,1987,1987,3,1
Tony Romeo,DTX|BOS,TE,1961,1967,89,3
Rich Romer,CIN,,1988,1989,9,0
Dario Romero,MIA,rdt,2003,2004,22,2
Ray Romero,PHI,,1951,1951,7,0
Charles Romes,BUF|2TM,RCB,1977,1987,156,137
Greg Romeus,NOR,,2012,2012,0,0
Al Romine,2TM|GNB|DEN|BOS,LS,1955,1961,32,13
Milt Romney,RAC|CHI,qb,1923,1928,73,41
Tony Romo ,DAL,qb,2004,2016,156,127
Gene Ronzani,CHI,qb,1933,1945,78,34
Tavon Rooks,NOR,,2014,2014,0,0
Bill Rooney,DUL|2TM|BRL|CRD,b,1923,1929,47,27
Cobb Rooney,DUL|NYY|CRD,bb,1924,1930,54,38
Joe Rooney,DUL|RII|POT,RE,1923,1928,55,50
Mark Roopenian,BUF,,1982,1983,12,0
Jordan Roos,SEA,,2017,2017,7,0
Michael Roos,TEN,lt,2005,2014,148,148
Naaman Roosevelt,BUF,wr,2010,2014,16,1
Jim Root,CRD,qb,1953,1956,20,8
Dedrick Roper,PHI,,2005,2006,14,0
John Roper,CHI|2TM,RLB,1989,1993,68,39
Juan Roque,DET,rt,1997,1999,17,3
Durwood Roquemore,KAN|BUF,db,1982,1987,29,5
Jim Rorison,PIT,t,1938,1938,6,1
Spencer Rork,EVN,WB,1922,1922,2,2
Dan Rosado,SDG,C,1987,1988,16,14
Dante Rosario,CAR|2TM|SDG|CHI,fb/te,2007,2014,122,33
Nelson Rosario,CAR,,2012,2012,0,0
Aldrick Rosas,NYG,K,2017,2018,20,0
Sal Rosato,WAS,fb,1945,1947,23,7
Rudy Rosatti ,CLI|GNB|NYG,RT,1923,1928,45,40
Hatch Rosdahl,2TM|KAN,,1964,1966,32,0
Al Rose ,PRV|GNB,le,1930,1936,70,50
Barry Rose,DEN,,1993,1993,3,0
Carlton Rose,WAS,lb,1987,1987,2,2
Donovan Rose,KAN|MIA,db,1980,1987,31,3
Gene Rose,CRD,wb,1929,1932,34,18
Gene Rose,NYG,e,1936,1936,7,3
George Rose,MIN|NOR,LCB,1964,1967,47,28
Joe Rose,MIA|RAM,te,1980,1987,83,1
Ken Rose,NYJ|2TM|PHI,lb,1987,1994,105,4
Lowell Rose,MIA,,2014,2014,5,0
Nick Rose,2TM,,2017,2017,10,0
Tam Rose,TON,TB,1921,1921,1,1
Jim Rosecrans,NYJ,,1976,1976,1,0
Rocky Rosema,STL,RLB,1968,1971,32,10
Josh Rosen,ARI,qb,2018,2018,2,1
Stan Rosen,BUF,bb,1929,1929,8,2
Timm Rosenbach,PHO,qb,1989,1992,26,20
Sage Rosenfels,MIA|HOU|NYG,qb,2002,2010,44,12
Erik Rosenmeier,BUF,,1987,1987,1,0
Bob Rosenstiel,OAK,,1997,1997,4,0
Mike Rosenthal,NYG|MIN,rt,1999,2006,89,58
Ted Rosequist,CHI|RAM,t,1934,1937,33,6
Ken Roskie,SFO|2TM,,1946,1948,21,4
Ted Rosnagle,MIN,db,1985,1987,9,3
Aaron Ross,NYG|JAX|BAL,lcb,2007,2014,83,52
Adrian Ross,CIN,LB,1998,2003,90,34
Alvin Ross,PHI,,1987,1987,2,0
Brandian Ross,OAK|2TM|SDG,SS,2012,2015,45,24
Cory Ross,BAL,,2006,2007,10,0
Dan Ross,CIN|2TM|GNB,TE,1979,1986,104,87
Daniel Ross,DAL,,2017,2018,7,0
Dave Ross,NYT,,1960,1960,12,3
Derek Ross,DAL|2TM|MIN,LCB,2002,2004,33,9
Derrick Ross,KAN,,2006,2006,7,0
Dominique Ross,DAL,,1995,1996,3,0
Gerard Ross,SEA,,2006,2006,1,0
Jay Ross,BUF,,2012,2013,6,0
Jeremy Ross,GNB|2TM|DET,fb/WR,2012,2016,51,16
Jermaine Ross,RAM|STL,,1994,1997,23,0
John Ross ,CIN,WR,2017,2018,7,3
Kevin Ross,KAN|ATL|SDG,FS,1984,1997,204,191
Louis Ross,BUF|KAN,,1971,1975,20,1
Micah Ross,JAX|2TM,,2001,2004,45,0
Oliver Ross,DEN|SEA,KR,1973,1976,35,0
Oliver Ross,DAL|PIT|ARI,rt,1998,2006,89,53
Rashad Ross,2TM|WAS,,2014,2016,22,0
Scott Ross,NOR,,1991,1991,4,0
Tim Ross,DET,,1987,1987,3,0
Willie Ross,BUF,,1964,1964,12,0
George Rosso,WAS,LS,1954,1954,12,12
Tim Rossovich,PHI|SDG|HOU,mlb,1968,1976,88,61
Allen Rossum,PHI|GNB|ATL|PIT|SFO|2TM,wr,1998,2009,157,10
Ernie Rosteck,DET,,1943,1944,10,0
Pete Rostosky,PIT,lt,1984,1986,35,8
Kyle Rote,NYG,LH,1951,1961,121,92
Tobin Rote,GNB|DET|SDG|DEN,qb,1950,1966,149,116
Matt Roth,MIA|2TM|CLE|JAX,DE,2005,2011,96,54
Pete Roth,MIA,,1987,1987,3,0
Tim Rother,RAI,,1989,1990,20,0
Cliff Rothrock,CHR,c,1947,1947,2,1
Doug Rothschild,CHI,,1987,1987,3,0
Fred Rothwell,DET,,1974,1974,14,0
Herb Roton,PHI,e,1937,1937,9,1
George Roudebush,DAY,tb,1920,1921,18,3
Tom Rouen,DEN|3TM|SEA,P,1993,2005,188,0
Chase Roullier,WAS,C/lg,2017,2018,16,10
Raleigh Roundtree,SDG|ARI,lg/rg/rt,1998,2002,72,47
Ray Roundtree,DET,,1988,1988,4,0
Jim Rourke,KAN|NOR|CIN,lt,1980,1988,77,25
Aaron Rouse,GNB|2TM,ss,2007,2009,41,18
Curtis Rouse,MIN|SDG,g,1982,1987,68,32
James Rouse,CHI,rb,1990,1991,30,4
Stillman Rouse,DET,LE,1940,1940,10,5
Wardell Rouse,TAM,lb,1995,1995,16,1
Tubby Roush,TOL,,1922,1922,5,0
Lee Rouson,NYG|CLE,rb,1985,1991,92,6
Tom Roussel,WAS|NOR|PHI,LLB,1968,1973,66,33
Mike Roussos,WAS|2TM,t,1948,1949,24,6
Stanford Routt,OAK|2TM,CB/lcb,2005,2012,119,60
John Roveto,CHI,K,1981,1982,18,0
Tony Rovinski,NYG,,1933,1933,1,0
Ev Rowan,BKN|PHI,e,1930,1933,15,10
John Rowan,LOU,TB,1923,1923,3,3
Larry Rowden,CHI,,1971,1972,16,0
Bob Rowe,DET|PHI,,1934,1935,15,0
Bob Rowe,STL,RDT,1967,1975,122,111
Dave Rowe,NOR|NWE|SDG|2TM|OAK,NT,1967,1978,165,144
Eric Rowe,PHI|NWE,lcb/rcb,2015,2018,35,17
Harmon Rowe,NYY|NYG,RDH,1947,1952,59,29
Jeff Rowe,CIN,,2007,2007,2,0
Joe Rowe,STL,,1997,1997,2,0
Patrick Rowe,CLE,,1993,1993,5,0
Ray Rowe,WAS,,1992,1993,4,0
Eugene Rowell,CHI,dt,1987,1987,1,1
Eugene Rowell,CLE,,1990,1990,3,0
Brad Rowland,CHI,,1951,1951,12,6
Justin Rowland,CHI|MIN|DEN,,1960,1962,21,0
Bob Rowley,PIT|NYJ,,1963,1964,9,1
John Rowser,GNB|PIT|DEN,FS,1967,1976,127,80
Frank Roy,STL,,1966,1966,11,2
Spin Roy,RCH|BUF,e,1921,1927,22,16
Andre Royal,CAR|IND,rlb,1995,1999,60,25
Eddie Royal,DEN|SDG|CHI,wr,2008,2016,116,71
Ricky Royal,ATL,,1990,1990,1,0
Robert Royal,WAS|BUF|CLE,te/wr,2003,2010,110,81
Mark Royals,2TM|TAM|PIT|DET|NOR|MIA,P,1987,2003,224,0
Orpheus Roye,PIT|CLE,de,1996,2008,180,128
Evan Royster,WAS,rb,2011,2013,32,2
Mazio Royster,TAM,rb,1992,1994,33,1
Ed Royston,NYG,RG,1948,1949,21,12
Bob Rozier ,STL,,1979,1979,6,0
Mike Rozier,HOU|2TM|ATL,RB,1985,1991,92,59
Dave Rozumek,KAN,LILB,1976,1979,45,16
Aubrey Rozzell,PIT,RLB,1957,1957,9,8
Ed Rubbert,WAS,qb,1987,1987,3,3
Larry Rubens,GNB|CHI,,1982,1986,41,0
Rob Rubick,DET,te,1982,1988,88,25
Ahtyba Rubin,CLE|SEA|2TM,dt/LDT,2008,2017,143,107
Anthony Rubino,DET,g,1943,1946,21,6
Angel Rubio,ARI,,1999,1999,2,0
Karl Rubke,SFO|MIN|ATL|OAK,LDT,1957,1968,143,89
T.J. Rubley,RAM|GNB,qb,1993,1995,10,7
Martin Ruby,BDA|NYY,LDT/LT,1946,1950,65,55
Todd Rucci,NWE,RG,1993,1999,85,75
Ed Rucinski,BKN|CRD,e,1941,1946,60,41
Leo Rucka,SFO,,1956,1956,5,3
Chris Rucker,IND,rcb,2011,2011,15,4
Conrad Rucker,HOU|2TM,,1978,1980,33,0
Frostee Rucker,CIN|CLE|ARI|OAK,DE/DT,2007,2018,146,77
Keith Rucker,PHO|CIN|WAS,RDT,1992,1997,63,48
Martin Rucker,CLE|DAL|2TM|KAN,te,2008,2012,12,2
Mike Rucker,CAR,DE,1999,2007,139,106
Reggie Rucker,DAL|3TM|NWE|CLE,WR/wr,1970,1981,159,140
Dwayne Rudd,MIN|CLE|TAM,lb,1997,2003,109,79
Tim Ruddy,MIA,C,1994,2003,156,140
Jack Rudnay,KAN,C,1970,1982,178,171
Tim Rudnick,BAL,,1974,1974,14,0
Jake Rudock,DET,,2017,2017,3,0
Ben Rudolph ,NYJ,dt,1981,1986,88,13
Coleman Rudolph ,NYJ|NYG,de,1993,1996,48,3
Council Rudolph ,HOU|STL|TAM,LDE,1972,1977,72,43
Jack Rudolph ,BOS|MIA,lb,1960,1966,75,10
Joe Rudolph ,PHI|SFO,g,1995,1997,10,1
Kyle Rudolph ,MIN,TE,2011,2018,100,92
Martin Rudolph ,DEN,db,1987,1987,3,1
Travis Rudolph,NYG,wr,2017,2017,7,1
Paul Rudzinski,GNB,lb,1978,1980,33,2
Grey Ruegamer,NWE|GNB|NYG,lt,2000,2008,124,17
Mike Ruether,STL|DEN|ATL,rg,1986,1993,103,8
Ken Ruettgers,GNB,t,1985,1996,156,140
Howie Ruetz,GNB,RDT,1951,1953,20,15
Joe Ruetz,CHR,g,1946,1948,26,2
Guy Ruff,PIT,,1982,1982,2,0
Orlando Ruff,SDG|NOR|CLE,MLB,1999,2005,108,45
Emmett Ruh,COL,WB,1921,1922,14,11
Homer Ruh,COL,LE,1920,1925,46,33
Chris Ruhman,SFO|CLE,lt,1998,1999,11,2
Justin Rukas,BKN,RG,1936,1936,12,7
Gordon Rule,GNB,,1968,1969,15,0
Mike Rumph,SFO|WAS,fs,2002,2006,43,19
Max Runager ,PHI|SFO|2TM,p,1979,1989,144,0
Porky Rundquist,DUL,t,1925,1926,5,4
Swede Rundquist,CRD,LT,1922,1922,10,10
Gil Runkel,DET,C,1920,1920,7,3
J.D. Runnels,CHI,,2006,2006,2,0
Tommy Runnels,WAS,LH,1956,1957,21,11
Jon Runyan,HOU|TEN|PHI|SDG,RT/wr,1996,2009,207,192
Ernie Ruple,PIT,,1968,1968,14,0
John Rupp,BUF,,1920,1920,1,0
Nelson Rupp,DAY,wb,1921,1921,5,2
Bob Rush,SDG|KAN,C,1977,1985,117,59
Clive Rush,GNB,,1953,1953,11,4
Cooper Rush,DAL,,2017,2017,2,0
Jerry Rush,DET,RDT,1965,1971,89,65
Marcus Rush,JAX,,2016,2016,2,0
Tyrone Rush,WAS,,1994,1994,5,0
Marion Rushing,CRD|STL|ATL|2TM,LLB,1959,1968,105,63
T.J. Rushing,IND,,2006,2009,35,0
Mike Rusinek,CLE,nt,1987,1987,3,3
Reggie Rusk,TAM|2TM|SDG,,1996,2000,23,0
Roy Ruskusky,NYY,e,1947,1947,11,1
Bernard Russ,NWE,,1997,1999,9,0
Carl Russ,ATL|NYJ,,1975,1977,19,2
Pat Russ,MIN,,1963,1963,14,0
Steve Russ,DEN,,1997,2000,24,0
Al Russas,DET,,1949,1949,9,0
Anderson Russell,WAS|2TM,,2010,2012,8,0
Andy Russell,PIT,RLB,1963,1976,168,162
Benny Russell,BUF,,1968,1968,1,0
Bo Russell,WAS,,1939,1940,22,3
Booker Russell,OAK|SDG|PHI,rb,1978,1981,59,1
Brian Russell,MIN|CLE|SEA|2TM,FS/rcb,2002,2009,120,95
Cliff Russell,WAS|CIN|MIA|DEN,wr,2003,2008,23,1
Damien Russell,SFO,,1993,1993,16,0
Darrell Russell,OAK|WAS,DT/rdt,1997,2003,83,65
Darryl Russell,DEN,,1987,1987,3,0
Derek Russell,DEN|HOU|TEN,wr,1991,1997,88,47
Doug Russell,CRD|2TM,tb,1934,1939,52,27
Gary Russell,PIT|OAK,fb,2007,2009,27,4
Jack Russell,NYY,LDE/LE,1946,1950,65,56
JaMarcus Russell,OAK,QB,2007,2009,31,25
Jim Russell,PHI,g,1936,1937,14,11
KeiVarae Russell,CIN,,2016,2017,13,0
Ken Russell,DET,RT,1957,1959,26,13
Leonard Russell,NWE|DEN|STL|SDG,RB,1991,1996,85,71
Matt Russell,DET,,1997,1997,14,0
Reb Russell,2TM,,1933,1933,10,5
Reggie Russell,CHI,,1928,1928,1,0
Rusty Russell,PHI,,1984,1984,1,0
Ryan Russell,DAL|TAM,de,2015,2017,23,6
Twan Russell,WAS|MIA|ATL,lb,1997,2003,78,4
Wade Russell,CIN,,1987,1987,3,0
Reggie Rust,BOS,tb,1932,1932,5,1
Joe Rutgens,WAS,RDT,1961,1969,110,99
Mike Ruth,NWE,,1986,1987,8,0
Ralph Ruthstrom,RAM|WAS|BCL,b,1945,1949,18,6
Charlie Rutkowski,BUF,,1960,1960,2,2
Ed Rutkowski,BUF,qb,1963,1968,83,3
Kevin Rutland,JAX,db,2011,2012,27,5
Craig Rutledge,RAM,,1987,1987,3,0
Jeff Rutledge,RAM|NYG|WAS,qb,1979,1992,117,10
Johnny Rutledge,ARI|DEN,lb/mlb,1999,2003,46,3
Rod Rutledge,NWE|HOU,te,1998,2002,70,36
Barrett Ruud,TAM|TEN|2TM,lb/MLB,2005,2012,116,78
Tom Ruud,BUF|CIN,lb,1975,1979,59,5
Roger Ruzek,DAL|2TM|PHI,k,1987,1993,93,0
Steve Ruzich,GNB,LG,1952,1954,36,20
Bill Ryan,2TM|MIL,,1924,1925,3,0
Cassy Ryan,BUF,BB,1929,1929,9,6
Clifton Ryan,STL,RDT,2007,2010,49,27
Dave Ryan,DET|BOS,TB,1945,1948,28,11
Ed Ryan,PIT,e,1948,1948,9,2
Frank Ryan,RAM|CLE|WAS,qb,1958,1970,126,87
Jake Ryan,GNB,LB,2015,2017,43,27
Jim Ryan,DEN,ROLB,1979,1988,150,91
Joe Ryan,NYT,,1960,1960,4,2
Jon Ryan,GNB|SEA,P,2006,2017,191,0
Kent Ryan,DET,hb,1938,1940,25,6
Logan Ryan,NWE|TEN,cb/RCB,2013,2018,83,59
Matt Ryan,ATL,QB,2008,2018,162,162
Pat Ryan,NYJ|PHI,qb,1978,1991,145,19
Rocky Ryan,PHI|2TM,,1956,1958,28,9
Sean Ryan,DAL|NYJ|3TM|KAN,TE,2004,2009,53,15
Sod Ryan,CHI|PRT,t,1929,1930,8,2
Tim Ryan,CHI,de,1990,1993,58,5
Tim Ryan,TAM,g,1991,1993,37,1
Titus Ryan,NYJ,,2012,2012,0,0
DeMeco Ryans,HOU|PHI,MLB,2006,2015,140,139
Larry Ryans,TAM,,1996,1996,3,0
Tom Rychlec,DET|BUF|DEN,TE,1958,1963,49,14
Billy Ryckman,ATL,PR/WR,1977,1979,44,15
Dan Ryczek,WAS|TAM|RAM,c,1973,1979,102,26
Paul Ryczek,ATL|NOR|PHI,c,1974,1987,99,4
Ron Rydalch,CHI,rdt,1975,1980,74,22
Nick Ryder,DET,,1963,1964,24,0
Frank Rydzewski,3TM|CRD|HAM|2TM,C,1920,1926,42,35
Julie Rykovich,BUF|2TM|CHI|WAS,RH,1947,1953,82,58
Lou Rymkus,WAS|CLE,RDT/RT,1943,1951,86,77
Mark Rypien,WAS|CLE|STL|PHI|IND,qb,1988,2001,104,78
Ted Rzempoluch,WAS,,1963,1963,6,2
Kelly Saalfeld,NYG,,1980,1980,7,0
Brad Saar,IND,,1987,1987,1,0
Andy Sabados,CRD,LG,1939,1940,18,12
Ron Sabal,OAK,LT,1960,1961,28,14
Lou Saban,CLE,c,1946,1949,54,9
Joe Sabasteanski,BOS|NYY,rg,1947,1949,34,12
Bill Sabatino,CLE|ATL,,1968,1969,13,4
Dwayne Sabb,NWE,RLB,1992,1996,74,24
Tino Sabuco,SFO,,1949,1949,10,0
Tony Sacca,PHO,,1992,1992,2,0
Frank Sacco,NWE,,1987,1987,2,0
Frank Sachse,BKN|BOS,,1943,1945,20,0
Jack Sachse,BOS,c,1945,1945,4,1
John Sack,COL|CAN,g,1923,1926,12,12
Norb Sacksteder,DAY|DET|CAN,WB,1920,1925,27,22
Nick Sacrinty,CHI,,1947,1947,11,0
Rod Saddler,STL|PHO|2TM,RDE,1987,1991,65,48
Jimmy Saddler-McQueen,DAL|DET,,2010,2012,2,0
Steve Sader,PHI,,1943,1943,2,0
Troy Sadowski,ATL|KAN|NYJ|CIN|PIT|JAX,te,1990,1998,100,6
Eddie Saenz,WAS,hb,1946,1951,50,21
Nick Saenz,TAM,,2012,2012,0,0
Rodger Saffold,STL|LAR,g/LG,2010,2018,102,99
Saint Saffold,CIN,,1968,1968,14,8
Pio Sagapolutele,CLE|NWE|NOR,RDT,1991,1997,92,34
Floyd Sagely,SFO|CRD,LS,1954,1957,25,4
Ken Sager,SEA,te,1987,1987,3,1
Tony Sagnella,WAS,dt,1987,1987,3,2
Tom Saidock,PHI|NYT|BUF,LDT,1957,1962,41,22
George Saimes,BUF|DEN,db,1963,1972,121,43
Pat Saindon,NOR|ATL,g,1986,1987,11,4
Brandon Saine,GNB,,2011,2012,14,0
Blaine Saipaia,STL|DET,lg,2004,2007,37,13
Abdul Salaam ,NYJ,LDT,1976,1983,97,85
Ephraim Salaam ,ATL|DEN|JAX|HOU|DET,LT,1998,2010,163,129
Rashaan Salaam ,CHI|CLE,rb,1995,1999,33,20
Greg Salas,STL|2TM|NYJ|BUF,wr,2011,2016,29,3
Andy Salata,TOR,RG,1929,1930,20,18
Paul Salata,SFO|2TM,e,1949,1950,23,9
Joe Salave'a,TEN|SDG|WAS,lb/ldt/rdt,1998,2006,100,28
Jay Saldi,DAL|CHI,te,1976,1984,112,28
Dan Saleaumua,DET|KAN|SEA,ldt,1987,1998,177,131
Tarek Saleh,CAR|CLE,lb,1997,2001,59,1
Ed Salem,WAS,LS,1951,1951,12,12
Harvey Salem,HOU|2TM|DET|DEN|GNB,t,1983,1992,126,107
Sam Salemi,NYY,wb,1928,1928,5,4
Sean Salisbury,IND|MIN|SDG,qb,1987,1996,40,12
Nate Salley,CAR,,2006,2008,24,0
Jerome Sally,NYG|IND|KAN,nt,1982,1988,83,24
Mike Salmon,SFO,,1997,1997,1,0
Brian Salonen,DAL,,1984,1985,32,0
Jim Salsbury,DET|GNB,RG,1955,1958,47,41
Jack Salscheider,NYG,,1949,1949,11,1
Bryant Salter,SDG|WAS|2TM,FS,1971,1976,71,48
Michael Sam,DAL,,2014,2014,0,0
P.K. Sam,NWE,,2004,2004,2,0
Ty Sambrailo,DEN|ATL,rt,2015,2018,32,9
Chuck Sample,GNB,fb,1942,1945,10,1
James Sample,JAX,fs/ss,2015,2015,4,2
Johnny Sample,BAL|PIT|WAS|NYJ,KR/LCB/PR,1958,1968,125,58
Lawrence Sampleton,PHI|MIA,te,1982,1987,35,5
Archie Sampson,DAY,LG,1921,1921,9,5
Clint Sampson,DEN,wr,1983,1986,59,10
DeMarco Sampson,ARI,,2011,2011,12,0
Eber Sampson,MIN,FB,1921,1923,14,13
Greg Sampson,HOU,LT,1972,1978,93,67
Howard Sampson,GNB,,1978,1979,31,0
Kevin Sampson,KAN,rt,2004,2006,16,7
B.J. Sams,BAL|KAN,wr,2004,2008,46,1
Ron Sams,GNB|MIN,C,1983,1984,15,10
Michael Samson,PHI,,1996,1996,2,0
Seneca Samson,PRV,hb,1926,1926,2,1
